ClaimID,PolicyID,AccidentDate,ReportedDate,PaymentDate,ClaimStatus,PaidAmount,IncurredAmount
CLM-TZ-1242,POL-MOT-5194,2024-06-27,2024-09-17,2025-06-09,Closed,6490000.0,7213000.0
CLM-TZ-1243,POL-MOT-5162,2021-03-22,2021-05-02,2022-04-02,Closed,4069000.0,4803000.0
CLM-TZ-1244,POL-MOT-5008,2019-02-03,2019-02-18,2019-11-02,Closed,5368000.0,6504000.0
CLM-TZ-1245,POL-MOT-5141,2024-07-26,2024-12-10,2025-06-05,Closed,930000.0,1122000.0
CLM-TZ-1246,POL-MOT-5106,2021-07-27,2021-08-25,2021-09-19,Closed,478000.0,532000.0
CLM-TZ-1247,POL-MOT-5008,2024-10-18,2024-12-04,2024-12-09,Closed,8898000.0,9343000.0
CLM-TZ-1248,POL-MOT-5096,2024-10-12,2025-03-03,2026-06-02,Closed,1436000.0,1621000.0
CLM-TZ-1249,POL-MOT-5094,2024-02-12,2024-04-10,2024-09-29,Open,1543000.0,1609000.0
CLM-TZ-1250,POL-MOT-5065,2020-10-07,2020-10-14,2021-07-27,Closed,7483000.0,9481000.0
CLM-TZ-1251,POL-MOT-5171,2021-04-23,2021-10-08,2022-02-03,Open,3458000.0,3817000.0
CLM-TZ-1252,POL-MOT-5039,2024-02-08,2024-04-07,2024-04-29,Closed,3128000.0,3273000.0
CLM-TZ-1253,POL-MOT-5081,2020-11-25,2020-12-19,2021-01-12,Closed,17279000.0,17411000.0
CLM-TZ-1254,POL-MOT-5187,2020-01-07,2020-01-15,2020-08-10,Closed,1042000.0,1244000.0
CLM-TZ-1255,POL-MOT-5084,2022-05-04,2022-08-06,2022-11-15,Closed,5014000.0,5972000.0
CLM-TZ-1256,POL-MOT-5088,2024-08-13,2024-10-10,2024-11-19,Closed,2099000.0,2313000.0
CLM-TZ-1257,POL-MOT-5086,2023-03-06,2023-04-20,2023-08-19,Open,2594000.0,2650000.0
CLM-TZ-1258,POL-MOT-5093,2022-06-03,2022-10-15,2022-10-26,Closed,9143000.0,10267000.0
CLM-TZ-1259,POL-MOT-5086,2019-08-01,2019-11-02,2020-04-06,Closed,3295000.0,3603000.0
CLM-TZ-1260,POL-MOT-5044,2022-09-09,2022-09-18,2022-11-13,Closed,3397000.0,4087000.0
CLM-TZ-1261,POL-MOT-5137,2024-12-09,2024-12-31,2025-10-14,Closed,5795000.0,6848000.0
CLM-TZ-1262,POL-MOT-5165,2019-11-03,2019-11-20,2020-01-25,Closed,1376000.0,1527000.0
CLM-TZ-1263,POL-MOT-5074,2022-02-09,2022-05-01,2022-08-18,Closed,857000.0,913000.0
CLM-TZ-1264,POL-MOT-5036,2024-04-06,2024-04-08,2024-04-10,Closed,697000.0,904000.0
CLM-TZ-1265,POL-MOT-5101,2023-06-12,2023-08-01,2023-08-14,Closed,278000.0,316000.0
CLM-TZ-1266,POL-MOT-5156,2023-03-08,2023-06-02,2023-08-30,Closed,15498000.0,18698000.0
CLM-TZ-1267,POL-MOT-5170,2023-03-20,2023-07-23,2023-11-17,Closed,658000.0,686000.0
CLM-TZ-1268,POL-MOT-5171,2021-02-26,2021-03-23,2021-09-03,Closed,1589000.0,1820000.0
CLM-TZ-1269,POL-MOT-5170,2020-10-05,2021-01-16,2021-03-19,Closed,1503000.0,1515000.0
CLM-TZ-1270,POL-MOT-5104,2023-11-09,2023-11-16,2024-06-16,Open,2696000.0,3105000.0
CLM-TZ-1271,POL-MOT-5066,2023-11-10,2024-03-01,2025-02-18,Closed,4483000.0,5780000.0
CLM-TZ-1272,POL-MOT-5055,2024-03-14,2024-03-22,2024-12-19,Open,4688000.0,5228000.0
CLM-TZ-1273,POL-MOT-5176,2024-06-23,2024-07-23,2024-07-30,Open,1107000.0,1120000.0
CLM-TZ-1274,POL-MOT-5091,2022-01-25,2022-04-30,2022-08-25,Closed,1678000.0,1694000.0
CLM-TZ-1275,POL-MOT-5022,2022-01-03,2022-01-12,2022-01-31,Closed,2630000.0,2936000.0
CLM-TZ-1276,POL-MOT-5101,2023-10-16,2023-10-31,2023-12-19,Open,1546000.0,1620000.0
CLM-TZ-1277,POL-MOT-5155,2022-11-25,2023-02-09,2025-03-27,Closed,9893000.0,9962000.0
CLM-TZ-1278,POL-MOT-5121,2023-03-19,2023-06-03,2023-06-30,Closed,3240000.0,3975000.0
CLM-TZ-1279,POL-MOT-5093,2023-10-10,2023-12-10,2024-04-12,Closed,4135000.0,4704000.0
CLM-TZ-1280,POL-MOT-5195,2024-05-04,2024-07-14,2025-01-03,Closed,3847000.0,4181000.0
CLM-TZ-1281,POL-MOT-5108,2021-01-10,2021-02-25,2021-10-01,Closed,6411000.0,8142000.0
CLM-TZ-1282,POL-MOT-5141,2021-04-02,2021-04-19,2021-09-13,Open,2376000.0,2459000.0
CLM-TZ-1283,POL-MOT-5173,2019-07-25,2019-08-19,2019-08-20,Closed,542000.0,697000.0
CLM-TZ-1284,POL-MOT-5010,2022-06-21,2022-07-03,2022-09-12,Closed,2957000.0,3236000.0
CLM-TZ-1285,POL-MOT-5009,2019-03-20,2019-08-10,2019-12-19,Open,1034000.0,1310000.0
CLM-TZ-1286,POL-MOT-5182,2021-10-17,2021-12-08,2021-12-24,Closed,1169000.0,1380000.0
CLM-TZ-1287,POL-MOT-5155,2022-04-03,2022-05-03,2022-07-19,Open,3564000.0,4448000.0
CLM-TZ-1288,POL-MOT-5034,2020-09-19,2020-10-26,2020-11-01,Closed,6840000.0,8859000.0
CLM-TZ-1289,POL-MOT-5129,2022-07-18,2023-01-10,2023-01-24,Closed,2025000.0,2200000.0
CLM-TZ-1290,POL-MOT-5160,2019-03-08,2019-03-17,2019-06-16,Open,2700000.0,3479000.0
CLM-TZ-1291,POL-MOT-5089,2019-03-23,2019-05-14,2019-06-08,Closed,10878000.0,12149000.0
CLM-TZ-1292,POL-MOT-5093,2023-12-08,2024-01-19,2024-06-17,Open,2522000.0,2814000.0
CLM-TZ-1293,POL-MOT-5071,2021-02-28,2021-04-25,2021-11-21,Open,26740000.0,29471000.0
CLM-TZ-1294,POL-MOT-5067,2019-10-06,2019-10-07,2020-07-23,Open,3490000.0,4057000.0
CLM-TZ-1295,POL-MOT-5148,2022-02-18,2022-06-21,2022-07-31,Closed,341000.0,357000.0
CLM-TZ-1296,POL-MOT-5117,2023-08-15,2024-01-23,2024-02-24,Open,4212000.0,4912000.0
CLM-TZ-1297,POL-MOT-5094,2020-04-17,2020-06-05,2020-06-24,Closed,2903000.0,3375000.0
CLM-TZ-1298,POL-MOT-5163,2022-09-26,2022-12-06,2023-06-06,Closed,7201000.0,8847000.0
CLM-TZ-1299,POL-MOT-5099,2019-07-06,2019-12-06,2020-07-13,Open,3887000.0,4859000.0
CLM-TZ-1300,POL-MOT-5113,2019-04-24,2019-07-06,2019-07-11,Closed,1726000.0,1954000.0
CLM-TZ-1301,POL-MOT-5103,2022-03-10,2022-03-19,2023-07-27,Closed,583000.0,636000.0
CLM-TZ-1302,POL-MOT-5091,2022-03-30,2022-05-20,2022-05-29,Open,1609000.0,1734000.0
CLM-TZ-1303,POL-MOT-5090,2022-10-28,2022-12-22,2023-05-11,Closed,847000.0,896000.0
CLM-TZ-1304,POL-MOT-5017,2023-05-10,2023-06-12,2024-01-20,Closed,1110000.0,1129000.0
CLM-TZ-1305,POL-MOT-5018,2024-11-08,2025-01-27,2026-01-30,Open,3572000.0,3939000.0
CLM-TZ-1306,POL-MOT-5173,2022-02-05,2022-07-18,2023-02-28,Closed,10532000.0,11386000.0
CLM-TZ-1307,POL-MOT-5116,2020-12-08,2021-05-12,2022-02-27,Open,2942000.0,3795000.0
CLM-TZ-1308,POL-MOT-5093,2023-10-09,2023-11-13,2024-01-26,Closed,600000.0,700000.0
CLM-TZ-1309,POL-MOT-5181,2020-08-16,2020-08-23,2021-06-22,Closed,3093000.0,3415000.0
CLM-TZ-1310,POL-MOT-5091,2021-08-19,2022-04-27,2022-05-12,Closed,6561000.0,7704000.0
CLM-TZ-1311,POL-MOT-5082,2019-06-21,2019-10-08,2020-11-16,Closed,1078000.0,1123000.0
CLM-TZ-1312,POL-MOT-5068,2019-02-25,2019-03-04,2019-07-24,Closed,1734000.0,1965000.0
CLM-TZ-1313,POL-MOT-5193,2024-10-10,2025-03-11,2026-01-10,Open,2012000.0,2390000.0
CLM-TZ-1314,POL-MOT-5114,2024-01-06,2024-05-07,2024-08-23,Closed,904000.0,1037000.0
CLM-TZ-1315,POL-MOT-5001,2023-03-05,2023-04-17,2023-10-19,Closed,3792000.0,4249000.0
CLM-TZ-1316,POL-MOT-5058,2021-06-15,2021-08-07,2021-12-19,Closed,1757000.0,2281000.0
CLM-TZ-1317,POL-MOT-5154,2020-01-15,2020-02-14,2020-10-07,Closed,3016000.0,3813000.0
CLM-TZ-1318,POL-MOT-5109,2019-12-09,2019-12-12,2019-12-27,Closed,816000.0,969000.0
CLM-TZ-1319,POL-MOT-5148,2020-07-02,2020-07-26,2020-08-06,Closed,1280000.0,1499000.0
CLM-TZ-1320,POL-MOT-5116,2022-04-18,2022-07-24,2022-09-13,Closed,4083000.0,4843000.0
CLM-TZ-1321,POL-MOT-5087,2023-04-15,2023-04-15,2023-05-16,Closed,1366000.0,1448000.0
CLM-TZ-1322,POL-MOT-5010,2022-12-17,2023-01-10,2024-01-14,Closed,11150000.0,12472000.0
CLM-TZ-1323,POL-MOT-5059,2020-09-05,2020-10-05,2020-11-18,Closed,1330000.0,1346000.0
CLM-TZ-1324,POL-MOT-5041,2024-09-23,2024-11-08,2026-09-09,Closed,2482000.0,2836000.0
CLM-TZ-1325,POL-MOT-5105,2023-06-05,2023-11-03,2024-01-15,Closed,5038000.0,5859000.0
CLM-TZ-1326,POL-MOT-5133,2022-04-29,2022-05-24,2022-06-29,Open,480000.0,513000.0
CLM-TZ-1327,POL-MOT-5122,2022-09-02,2022-09-27,2023-07-04,Closed,341000.0,440000.0
CLM-TZ-1328,POL-MOT-5193,2021-07-08,2021-09-26,2022-04-07,Open,431000.0,549000.0
CLM-TZ-1329,POL-MOT-5145,2020-06-26,2020-08-01,2020-12-03,Closed,7008000.0,8526000.0
CLM-TZ-1330,POL-MOT-5022,2021-02-18,2021-03-05,2021-07-28,Closed,1142000.0,1325000.0
CLM-TZ-1331,POL-MOT-5098,2023-07-19,2023-08-24,2024-04-08,Open,25602000.0,32284000.0
CLM-TZ-1332,POL-MOT-5169,2019-02-01,2019-02-10,2019-03-28,Closed,1128000.0,1172000.0
CLM-TZ-1333,POL-MOT-5068,2019-09-12,2019-09-23,2022-06-28,Open,2385000.0,2951000.0
CLM-TZ-1334,POL-MOT-5197,2019-04-11,2019-05-22,2021-03-14,Closed,9268000.0,9615000.0
CLM-TZ-1335,POL-MOT-5139,2019-03-31,2019-05-02,2019-11-07,Closed,14740000.0,18252000.0
CLM-TZ-1336,POL-MOT-5056,2024-02-18,2024-07-14,2024-08-23,Closed,15580000.0,16869000.0
CLM-TZ-1337,POL-MOT-5179,2023-03-22,2023-04-18,2023-11-09,Closed,6638000.0,8385000.0
CLM-TZ-1338,POL-MOT-5149,2021-11-04,2021-12-26,2022-01-08,Closed,5521000.0,7085000.0
CLM-TZ-1339,POL-MOT-5099,2019-08-03,2019-10-02,2019-10-07,Closed,3586000.0,3746000.0
CLM-TZ-1340,POL-MOT-5076,2021-12-13,2021-12-13,2022-02-04,Closed,4318000.0,4917000.0
CLM-TZ-1341,POL-MOT-5026,2021-11-03,2022-01-07,2022-04-28,Closed,1143000.0,1479000.0
CLM-TZ-1342,POL-MOT-5115,2020-01-15,2020-01-26,2021-01-24,Closed,875000.0,1002000.0
CLM-TZ-1343,POL-MOT-5147,2021-08-08,2022-02-18,2022-10-09,Closed,1976000.0,2488000.0
CLM-TZ-1344,POL-MOT-5109,2021-05-23,2021-06-01,2022-01-31,Open,1672000.0,1967000.0
CLM-TZ-1345,POL-MOT-5188,2022-09-11,2022-10-13,2023-01-20,Closed,1260000.0,1402000.0
CLM-TZ-1346,POL-MOT-5199,2022-10-23,2022-10-28,2023-01-12,Open,3978000.0,4319000.0
CLM-TZ-1347,POL-MOT-5047,2019-04-10,2020-03-21,2020-06-12,Open,5154000.0,5468000.0
CLM-TZ-1348,POL-MOT-5071,2021-03-31,2021-05-11,2023-07-10,Closed,2166000.0,2661000.0
CLM-TZ-1349,POL-MOT-5154,2022-10-03,2022-11-26,2022-12-03,Closed,8689000.0,9697000.0
CLM-TZ-1350,POL-MOT-5040,2022-01-07,2022-01-11,2023-01-09,Closed,633000.0,730000.0
CLM-TZ-1351,POL-MOT-5133,2024-02-20,2024-05-13,2024-10-15,Closed,1634000.0,1875000.0
CLM-TZ-1352,POL-MOT-5149,2022-12-14,2022-12-28,2023-04-10,Closed,968000.0,1136000.0
CLM-TZ-1353,POL-MOT-5132,2019-12-23,2020-05-07,2020-12-25,Closed,307000.0,387000.0
CLM-TZ-1354,POL-MOT-5023,2019-06-04,2019-06-17,2019-10-15,Closed,1825000.0,2362000.0
CLM-TZ-1355,POL-MOT-5106,2022-11-08,2022-11-20,2023-11-27,Closed,1755000.0,1970000.0
CLM-TZ-1356,POL-MOT-5084,2019-02-28,2019-03-02,2020-04-20,Closed,9006000.0,11242000.0
CLM-TZ-1357,POL-MOT-5143,2022-07-07,2022-08-14,2022-11-20,Closed,3726000.0,4581000.0
CLM-TZ-1358,POL-MOT-5116,2024-08-22,2024-10-10,2024-12-07,Closed,712000.0,835000.0
CLM-TZ-1359,POL-MOT-5109,2022-06-14,2022-06-18,2022-11-26,Open,12662000.0,16294000.0
CLM-TZ-1360,POL-MOT-5136,2021-04-30,2021-07-28,2022-10-09,Closed,6723000.0,7127000.0
CLM-TZ-1361,POL-MOT-5041,2022-11-10,2022-12-16,2023-01-27,Closed,3549000.0,3665000.0
CLM-TZ-1362,POL-MOT-5112,2021-10-01,2021-11-14,2022-05-08,Closed,1581000.0,1986000.0
CLM-TZ-1363,POL-MOT-5147,2022-04-10,2022-05-14,2022-11-09,Closed,760000.0,860000.0
CLM-TZ-1364,POL-MOT-5112,2024-08-24,2024-09-23,2025-05-18,Closed,1367000.0,1714000.0
CLM-TZ-1365,POL-MOT-5103,2021-04-25,2021-06-13,2021-07-08,Closed,5890000.0,7468000.0
CLM-TZ-1366,POL-MOT-5046,2024-10-06,2024-10-16,2025-05-30,Closed,13054000.0,13299000.0
CLM-TZ-1367,POL-MOT-5156,2024-06-06,2024-06-18,2025-08-23,Closed,9279000.0,11738000.0
CLM-TZ-1368,POL-MOT-5068,2020-03-04,2020-06-30,2020-08-04,Closed,1216000.0,1380000.0
CLM-TZ-1369,POL-MOT-5122,2019-06-01,2019-11-23,2020-01-10,Closed,647000.0,746000.0
CLM-TZ-1370,POL-MOT-5015,2019-08-09,2019-09-06,2021-06-06,Closed,2283000.0,2712000.0
CLM-TZ-1371,POL-MOT-5165,2019-02-09,2019-02-27,2019-04-03,Open,338000.0,432000.0
CLM-TZ-1372,POL-MOT-5129,2019-07-26,2019-09-25,2020-09-05,Open,2739000.0,2755000.0
CLM-TZ-1373,POL-MOT-5195,2023-02-05,2023-03-08,2023-07-08,Closed,1711000.0,1956000.0
CLM-TZ-1374,POL-MOT-5111,2019-06-05,2019-06-06,2019-07-27,Open,1244000.0,1501000.0
CLM-TZ-1375,POL-MOT-5024,2020-11-29,2020-12-09,2021-12-12,Closed,402000.0,489000.0
CLM-TZ-1376,POL-MOT-5027,2024-01-26,2024-04-10,2024-07-25,Closed,3314000.0,4003000.0
CLM-TZ-1377,POL-MOT-5040,2019-02-20,2019-04-25,2019-09-02,Closed,1164000.0,1211000.0
CLM-TZ-1378,POL-MOT-5191,2023-11-20,2023-11-21,2024-02-09,Closed,615000.0,670000.0
CLM-TZ-1379,POL-MOT-5189,2020-09-09,2020-09-24,2021-03-04,Closed,112000.0,124000.0
CLM-TZ-1380,POL-MOT-5164,2019-09-16,2019-10-01,2019-11-02,Closed,1929000.0,2395000.0
CLM-TZ-1381,POL-MOT-5024,2023-03-07,2023-05-12,2023-08-09,Closed,11667000.0,12643000.0
CLM-TZ-1382,POL-MOT-5024,2022-10-10,2022-10-11,2024-06-29,Open,10441000.0,11101000.0
CLM-TZ-1383,POL-MOT-5004,2024-04-06,2024-04-12,2024-06-04,Open,1255000.0,1615000.0
CLM-TZ-1384,POL-MOT-5067,2023-05-30,2023-09-03,2024-03-13,Closed,1086000.0,1089000.0
CLM-TZ-1385,POL-MOT-5034,2023-10-27,2023-11-07,2024-01-16,Closed,3169000.0,4118000.0
CLM-TZ-1386,POL-MOT-5185,2020-09-09,2020-11-11,2021-08-05,Closed,731000.0,879000.0
CLM-TZ-1387,POL-MOT-5177,2020-01-24,2020-02-09,2020-03-05,Closed,2681000.0,3347000.0
CLM-TZ-1388,POL-MOT-5181,2023-07-03,2023-07-09,2025-03-30,Closed,4266000.0,4643000.0
CLM-TZ-1389,POL-MOT-5116,2023-11-03,2023-11-19,2024-03-06,Closed,6763000.0,6792000.0
CLM-TZ-1390,POL-MOT-5023,2024-12-10,2025-02-24,2025-04-13,Closed,1794000.0,2191000.0
CLM-TZ-1391,POL-MOT-5109,2021-06-23,2021-10-17,2021-10-30,Open,1617000.0,2022000.0
CLM-TZ-1392,POL-MOT-5069,2021-03-26,2021-07-10,2021-08-12,Closed,824000.0,1007000.0
CLM-TZ-1393,POL-MOT-5095,2023-08-29,2023-09-28,2024-02-07,Closed,867000.0,904000.0
CLM-TZ-1394,POL-MOT-5181,2021-01-16,2021-03-23,2021-06-04,Closed,1581000.0,1938000.0
CLM-TZ-1395,POL-MOT-5062,2024-08-01,2024-08-14,2025-06-27,Closed,2863000.0,3523000.0
CLM-TZ-1396,POL-MOT-5169,2024-02-24,2024-03-15,2024-06-24,Closed,4944000.0,5921000.0
CLM-TZ-1397,POL-MOT-5057,2021-07-28,2021-12-10,2022-01-30,Closed,888000.0,1092000.0
CLM-TZ-1398,POL-MOT-5188,2023-07-04,2023-07-04,2023-12-23,Closed,8821000.0,11060000.0
CLM-TZ-1399,POL-MOT-5054,2023-07-12,2023-07-17,2024-02-22,Open,1512000.0,1790000.0
CLM-TZ-1400,POL-MOT-5070,2019-08-14,2019-08-27,2019-09-28,Closed,1941000.0,1993000.0
CLM-TZ-1401,POL-MOT-5101,2024-05-31,2024-06-01,2024-07-04,Closed,939000.0,1076000.0
CLM-TZ-1402,POL-MOT-5057,2022-01-12,2022-01-24,2022-01-30,Closed,176000.0,180000.0
CLM-TZ-1403,POL-MOT-5138,2023-12-16,2024-02-06,2024-10-02,Open,4800000.0,5387000.0
CLM-TZ-1404,POL-MOT-5168,2020-12-02,2021-01-03,2021-07-18,Closed,4143000.0,4649000.0
CLM-TZ-1405,POL-MOT-5135,2024-05-16,2024-09-26,2025-01-19,Open,1497000.0,1527000.0
CLM-TZ-1406,POL-MOT-5103,2021-05-02,2021-08-12,2022-07-12,Open,2120000.0,2342000.0
CLM-TZ-1407,POL-MOT-5166,2019-01-24,2019-02-18,2019-12-09,Closed,3322000.0,3433000.0
CLM-TZ-1408,POL-MOT-5085,2024-06-06,2024-06-24,2024-11-29,Open,416000.0,517000.0
CLM-TZ-1409,POL-MOT-5061,2019-07-20,2019-08-17,2020-08-15,Open,1168000.0,1500000.0
CLM-TZ-1410,POL-MOT-5003,2020-11-30,2021-01-22,2021-03-04,Open,4387000.0,4482000.0
CLM-TZ-1411,POL-MOT-5128,2024-09-12,2024-09-30,2024-10-21,Closed,566000.0,728000.0
CLM-TZ-1412,POL-MOT-5179,2024-09-13,2024-11-10,2025-01-05,Closed,2659000.0,3076000.0
CLM-TZ-1413,POL-MOT-5086,2022-06-10,2022-07-11,2022-07-21,Closed,511000.0,557000.0
CLM-TZ-1414,POL-MOT-5047,2022-10-16,2022-12-03,2023-04-18,Closed,3161000.0,3234000.0
CLM-TZ-1415,POL-MOT-5196,2021-09-09,2021-10-13,2023-02-21,Closed,1913000.0,2200000.0
CLM-TZ-1416,POL-MOT-5076,2020-10-04,2020-10-24,2020-10-31,Closed,394000.0,488000.0
CLM-TZ-1417,POL-MOT-5038,2020-12-21,2021-06-16,2021-07-09,Open,6355000.0,7703000.0
CLM-TZ-1418,POL-MOT-5164,2023-01-13,2023-04-09,2023-07-26,Open,951000.0,965000.0
CLM-TZ-1419,POL-MOT-5169,2023-07-07,2023-07-16,2024-11-15,Closed,882000.0,901000.0
CLM-TZ-1420,POL-MOT-5197,2023-10-01,2024-01-30,2024-04-07,Open,2423000.0,2716000.0
CLM-TZ-1421,POL-MOT-5141,2023-09-27,2023-11-06,2024-03-12,Open,6253000.0,6807000.0
CLM-TZ-1422,POL-MOT-5087,2019-07-19,2019-11-30,2019-12-07,Closed,718000.0,768000.0
CLM-TZ-1423,POL-MOT-5058,2021-12-19,2022-03-25,2022-04-22,Closed,2109000.0,2287000.0
CLM-TZ-1424,POL-MOT-5050,2019-05-07,2019-06-09,2021-07-24,Closed,3044000.0,3778000.0
CLM-TZ-1425,POL-MOT-5030,2022-04-19,2022-04-20,2023-12-15,Closed,3965000.0,5070000.0
CLM-TZ-1426,POL-MOT-5190,2021-08-25,2021-09-12,2021-09-12,Closed,2365000.0,2652000.0
CLM-TZ-1427,POL-MOT-5101,2024-04-28,2024-06-13,2025-12-10,Closed,1374000.0,1747000.0
CLM-TZ-1428,POL-MOT-5025,2021-02-07,2021-04-08,2021-10-08,Closed,867000.0,951000.0
CLM-TZ-1429,POL-MOT-5112,2019-09-14,2019-10-01,2020-09-29,Closed,2161000.0,2470000.0
CLM-TZ-1430,POL-MOT-5155,2019-11-10,2019-11-19,2020-03-07,Open,679000.0,725000.0
CLM-TZ-1431,POL-MOT-5179,2023-07-27,2023-11-12,2024-03-21,Closed,107000.0,128000.0
CLM-TZ-1432,POL-MOT-5185,2022-09-16,2023-05-23,2023-09-20,Open,3068000.0,3969000.0
CLM-TZ-1433,POL-MOT-5126,2019-08-10,2019-09-23,2020-04-07,Open,4896000.0,5782000.0
CLM-TZ-1434,POL-MOT-5123,2019-07-04,2019-07-15,2019-08-11,Open,187000.0,207000.0
CLM-TZ-1435,POL-MOT-5047,2023-03-16,2023-04-04,2023-04-09,Open,722000.0,862000.0
CLM-TZ-1436,POL-MOT-5118,2019-06-09,2019-06-10,2019-08-15,Open,3683000.0,3819000.0
CLM-TZ-1437,POL-MOT-5039,2023-12-06,2024-05-01,2024-12-06,Closed,15518000.0,19655000.0
CLM-TZ-1438,POL-MOT-5016,2023-03-28,2023-04-04,2023-05-14,Closed,2024000.0,2329000.0
CLM-TZ-1439,POL-MOT-5022,2019-06-28,2019-08-18,2020-03-06,Closed,957000.0,1086000.0
CLM-TZ-1440,POL-MOT-5054,2019-07-05,2019-07-24,2021-04-14,Closed,1651000.0,1941000.0
CLM-TZ-1441,POL-MOT-5149,2024-12-01,2025-01-18,2025-02-04,Closed,7841000.0,9311000.0
CLM-TZ-1442,POL-MOT-5016,2021-03-31,2021-06-02,2021-12-19,Closed,1039000.0,1061000.0
CLM-TZ-1443,POL-MOT-5059,2021-03-23,2021-07-07,2021-10-20,Open,892000.0,1075000.0
CLM-TZ-1444,POL-MOT-5031,2023-11-16,2023-11-29,2024-11-27,Open,1224000.0,1313000.0
CLM-TZ-1445,POL-MOT-5170,2024-09-06,2024-09-06,2024-10-11,Open,764000.0,928000.0
CLM-TZ-1446,POL-MOT-5032,2024-11-30,2024-12-08,2025-07-08,Closed,2242000.0,2795000.0
CLM-TZ-1447,POL-MOT-5187,2023-07-09,2023-11-24,2024-10-16,Closed,10066000.0,12494000.0
CLM-TZ-1448,POL-MOT-5162,2021-04-04,2021-08-06,2023-01-08,Closed,2739000.0,3193000.0
CLM-TZ-1449,POL-MOT-5009,2019-07-02,2019-08-25,2020-03-18,Closed,1541000.0,1781000.0
CLM-TZ-1450,POL-MOT-5139,2023-08-30,2023-10-24,2024-02-24,Closed,1481000.0,1544000.0
CLM-TZ-1451,POL-MOT-5010,2022-05-08,2022-07-12,2023-01-01,Closed,415000.0,512000.0
CLM-TZ-1452,POL-MOT-5017,2021-07-18,2021-07-29,2022-07-29,Open,4795000.0,5185000.0
CLM-TZ-1453,POL-MOT-5068,2024-06-08,2024-11-02,2025-04-03,Closed,1834000.0,2107000.0
CLM-TZ-1454,POL-MOT-5048,2019-09-01,2019-10-03,2019-10-08,Closed,1655000.0,1796000.0
CLM-TZ-1455,POL-MOT-5180,2021-12-15,2022-01-12,2023-05-08,Closed,48308000.0,50247000.0
CLM-TZ-1456,POL-MOT-5111,2019-01-25,2019-03-09,2019-10-05,Closed,2673000.0,3178000.0
CLM-TZ-1457,POL-MOT-5153,2021-10-23,2021-10-25,2022-05-16,Closed,935000.0,950000.0
CLM-TZ-1458,POL-MOT-5123,2019-05-04,2019-05-14,2019-06-26,Open,1295000.0,1586000.0
CLM-TZ-1459,POL-MOT-5149,2019-09-18,2019-12-07,2020-06-17,Closed,6252000.0,6848000.0
CLM-TZ-1460,POL-MOT-5101,2019-09-15,2019-09-20,2019-12-19,Closed,2221000.0,2221000.0
CLM-TZ-1461,POL-MOT-5102,2022-11-23,2023-01-17,2023-07-25,Closed,471000.0,543000.0
CLM-TZ-1462,POL-MOT-5065,2023-06-23,2023-07-09,2023-07-29,Closed,4971000.0,5041000.0
CLM-TZ-1463,POL-MOT-5191,2022-07-02,2022-07-31,2023-02-09,Closed,1016000.0,1100000.0
CLM-TZ-1464,POL-MOT-5051,2024-10-09,2024-10-29,2028-06-29,Closed,12907000.0,15644000.0
CLM-TZ-1465,POL-MOT-5036,2021-04-01,2021-04-27,2021-05-05,Closed,5839000.0,5949000.0
CLM-TZ-1466,POL-MOT-5081,2020-09-17,2020-12-02,2022-10-13,Closed,1268000.0,1587000.0
CLM-TZ-1467,POL-MOT-5127,2024-03-18,2024-04-08,2024-07-11,Closed,7139000.0,7147000.0
CLM-TZ-1468,POL-MOT-5088,2020-05-04,2020-06-23,2021-06-26,Closed,2122000.0,2279000.0
CLM-TZ-1469,POL-MOT-5194,2024-10-11,2024-11-18,2025-08-19,Open,4652000.0,5686000.0
CLM-TZ-1470,POL-MOT-5104,2019-01-27,2019-04-02,2019-08-30,Closed,3219000.0,3524000.0
CLM-TZ-1471,POL-MOT-5015,2024-10-26,2025-04-09,2025-12-06,Closed,851000.0,877000.0
CLM-TZ-1472,POL-MOT-5096,2019-04-05,2019-06-23,2020-07-06,Closed,1042000.0,1155000.0
CLM-TZ-1473,POL-MOT-5167,2024-05-06,2024-05-20,2024-08-21,Closed,5554000.0,6005000.0
CLM-TZ-1474,POL-MOT-5123,2022-03-02,2022-03-03,2022-05-13,Closed,1419000.0,1778000.0
CLM-TZ-1475,POL-MOT-5198,2024-12-15,2025-01-02,2025-07-19,Closed,1324000.0,1448000.0
CLM-TZ-1476,POL-MOT-5001,2019-06-11,2019-08-04,2020-05-26,Closed,763000.0,944000.0
CLM-TZ-1477,POL-MOT-5151,2022-04-28,2022-05-01,2023-01-14,Open,3029000.0,3839000.0
CLM-TZ-1478,POL-MOT-5122,2024-10-24,2024-12-04,2025-09-17,Closed,15596000.0,17626000.0
CLM-TZ-1479,POL-MOT-5167,2022-02-20,2022-04-15,2022-07-26,Open,682000.0,868000.0
CLM-TZ-1480,POL-MOT-5126,2022-10-11,2022-11-04,2023-09-06,Closed,2031000.0,2261000.0
CLM-TZ-1481,POL-MOT-5057,2023-03-05,2023-06-01,2023-06-24,Open,8139000.0,10493000.0
CLM-TZ-1482,POL-MOT-5081,2021-09-22,2021-09-28,2022-02-16,Open,1831000.0,1880000.0
CLM-TZ-1483,POL-MOT-5162,2022-10-06,2022-10-10,2022-10-11,Closed,3117000.0,3759000.0
CLM-TZ-1484,POL-MOT-5169,2022-07-04,2022-09-20,2022-11-29,Open,685000.0,786000.0
